幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.29000,31.64000,31.62300,31.57600,31.51200,31.44900,31.38000,31.31900,31.26000,本行賣出,31.96000,31.74000,31.72700,31.68500,31.62800,31.57200,31.51000,31.45700,31.40500,
HKD,本行買入,3.88600,4.01200,4.01000,4.00600,4.00100,3.99800,3.99200,3.98700,3.98200,本行賣出,4.09000,4.07200,4.07100,4.07000,4.06700,4.06300,4.05900,4.05500,4.05200,
GBP,本行買入,41.73000,42.74000,42.70500,42.63400,42.54900,42.46800,42.38400,42.30000,42.21600,本行賣出,43.85000,43.14000,43.12300,43.08800,43.00900,42.93200,42.85900,42.78500,42.71200,
AUD,本行買入,22.31000,22.60000,22.57700,22.53000,22.47100,22.41500,22.35900,22.30300,22.24900,本行賣出,23.09000,22.80000,22.78800,22.76500,22.71000,22.65600,22.60500,22.55600,22.50700,
CAD,本行買入,22.31000,22.71000,22.70100,22.68400,22.67000,22.65800,22.64500,22.63200,22.61900,本行賣出,23.22000,22.91000,22.91100,22.91300,22.90300,22.89300,22.88600,22.88000,22.87300,
SGD,本行買入,24.32000,24.81000,24.80400,24.79300,24.79300,24.79800,24.80100,24.80400,24.80700,本行賣出,25.23000,24.99000,24.99800,25.01400,25.01900,25.02500,25.03400,25.04300,25.05300,
CHF,本行買入,38.34000,39.02000,39.03100,39.05300,39.11200,39.17100,39.22600,39.28100,39.33700,本行賣出,39.54000,39.27000,39.29800,39.35300,39.41800,39.47800,39.54800,39.61800,39.68800,
JPY,本行買入,0.18900,0.19630,0.19630,0.19630,0.19640,0.19650,0.19650,0.19650,0.19660,本行賣出,0.20180,0.20030,0.20040,0.20050,0.20060,0.20070,0.20080,0.20100,0.20110,
ZAR,本行買入,0.00000,1.92000,1.91700,1.91000,1.90200,1.89300,1.88400,1.87500,1.86600,本行賣出,0.00000,2.00000,1.99800,1.99300,1.98500,1.97600,1.96800,1.96000,1.95200,
SEK,本行買入,0.00000,3.25000,3.24900,3.24700,3.24700,3.24600,3.24400,3.24200,3.24000,本行賣出,0.00000,3.35000,3.35000,3.35100,3.35000,3.35000,3.35000,3.34900,3.34900,
NZD,本行買入,18.27000,18.65000,18.64000,18.61900,18.59700,18.57700,18.54900,18.52200,18.49400,本行賣出,19.12000,18.85000,18.84800,18.84500,18.82500,18.80500,18.78500,18.76400,18.74400,
THB,本行買入,0.82720,0.94060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.01720,0.98060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.44140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.57340,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.91000,36.53000,36.51800,36.49500,36.46000,36.43400,36.39800,36.36200,36.30500,本行賣出,37.25000,36.93000,36.92600,36.91900,36.89100,36.87100,36.85300,36.83500,36.81600,
KRW,本行買入,0.02135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02525,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.84600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.37100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.61800,4.69000,4.69070,4.69210,4.69080,4.69200,4.69250,4.69330,4.69360,本行賣出,4.78000,4.74000,4.74140,4.74420,4.74320,4.74420,4.74610,4.74790,4.74980,
