幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.08500,31.43500,31.42000,31.36300,31.30500,31.24200,31.17400,31.10800,31.05400,本行賣出,31.75500,31.53500,31.52400,31.47100,31.42000,31.36300,31.30100,31.24300,31.19400,
HKD,本行買入,3.85900,3.98500,3.98300,3.97900,3.97400,3.97100,3.96500,3.96000,3.95500,本行賣出,4.06300,4.04500,4.04400,4.04300,4.04000,4.03600,4.03200,4.02800,4.02500,
GBP,本行買入,41.42000,42.43000,42.39500,42.32400,42.23900,42.15800,42.07400,41.99000,41.90600,本行賣出,43.54000,42.83000,42.81300,42.77800,42.69900,42.62200,42.54900,42.47500,42.40200,
AUD,本行買入,22.30000,22.59000,22.56700,22.52000,22.46100,22.40500,22.34900,22.29300,22.23900,本行賣出,23.08000,22.79000,22.77800,22.75500,22.70000,22.64600,22.59500,22.54600,22.49700,
CAD,本行買入,22.31000,22.71000,22.70100,22.68400,22.67000,22.65800,22.64500,22.63200,22.61900,本行賣出,23.22000,22.91000,22.91100,22.91300,22.90300,22.89300,22.88600,22.88000,22.87300,
SGD,本行買入,24.31000,24.80000,24.79400,24.78300,24.78300,24.78800,24.79100,24.79400,24.79700,本行賣出,25.22000,24.98000,24.98800,25.00400,25.00900,25.01500,25.02400,25.03300,25.04300,
CHF,本行買入,38.08000,38.76000,38.77000,38.79000,38.84300,38.90200,38.96000,39.01900,39.07900,本行賣出,39.28000,39.01000,39.03800,39.09400,39.15600,39.21700,39.28700,39.35800,39.43000,
JPY,本行買入,0.19610,0.20340,0.20340,0.20340,0.20350,0.20360,0.20360,0.20370,0.20370,本行賣出,0.20890,0.20740,0.20750,0.20760,0.20770,0.20770,0.20790,0.20800,0.20820,
ZAR,本行買入,0.00000,1.92700,1.92400,1.91800,1.90900,1.90100,1.89300,1.88500,1.87700,本行賣出,0.00000,2.00700,2.00500,2.00100,1.99300,1.98500,1.97700,1.97000,1.96200,
SEK,本行買入,0.00000,3.23000,3.22900,3.22700,3.22600,3.22500,3.22400,3.22300,3.22200,本行賣出,0.00000,3.33000,3.33100,3.33200,3.33100,3.33100,3.33000,3.33000,3.33000,
NZD,本行買入,17.99000,18.37000,18.35800,18.33300,18.30900,18.28700,18.26400,18.24000,18.21600,本行賣出,18.84000,18.57000,18.56900,18.56600,18.54600,18.52600,18.50700,18.48700,18.46800,
THB,本行買入,0.82960,0.94300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.01960,0.98300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.43750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.56950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.78000,36.40000,36.38400,36.35100,36.32400,36.29600,36.26300,36.23000,36.17700,本行賣出,37.12000,36.80000,36.79300,36.78000,36.76100,36.73900,36.72200,36.70400,36.68600,
KRW,本行買入,0.02176,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02566,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.74800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.27300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.59400,4.66600,4.66520,4.66350,4.66590,4.66710,4.66820,4.66960,4.67050,本行賣出,4.75600,4.71600,4.71640,4.71720,4.71890,4.71970,4.72180,4.72380,4.72580,
