幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.22500,31.57500,31.55900,31.51100,31.44800,31.38700,31.32600,31.26300,31.20200,本行賣出,31.89500,31.67500,31.66300,31.61900,31.56300,31.51000,31.45700,31.40100,31.34900,
HKD,本行買入,3.87600,4.00200,4.00000,3.99600,3.99100,3.98800,3.98200,3.97700,3.97200,本行賣出,4.08000,4.06200,4.06100,4.06000,4.05700,4.05300,4.04900,4.04500,4.04200,
GBP,本行買入,41.54000,42.55000,42.51500,42.44400,42.35900,42.27800,42.19400,42.11000,42.02600,本行賣出,43.66000,42.95000,42.93300,42.89800,42.81900,42.74200,42.66900,42.59500,42.52200,
AUD,本行買入,22.26000,22.55000,22.52700,22.48000,22.42100,22.36500,22.30900,22.25300,22.19900,本行賣出,23.04000,22.75000,22.73800,22.71500,22.66000,22.60600,22.55500,22.50600,22.45700,
CAD,本行買入,22.36000,22.76000,22.75100,22.73400,22.72000,22.70800,22.69500,22.68200,22.66900,本行賣出,23.27000,22.96000,22.96100,22.96300,22.95300,22.94300,22.93600,22.93000,22.92300,
SGD,本行買入,24.38000,24.87000,24.86400,24.85300,24.85300,24.85800,24.86100,24.86400,24.86700,本行賣出,25.29000,25.05000,25.05800,25.07400,25.07900,25.08500,25.09400,25.10300,25.11300,
CHF,本行買入,38.09000,38.77000,38.78000,38.80000,38.85300,38.91200,38.97000,39.02900,39.08900,本行賣出,39.29000,39.02000,39.04800,39.10400,39.16600,39.22700,39.29700,39.36800,39.44000,
JPY,本行買入,0.19540,0.20270,0.20270,0.20270,0.20280,0.20290,0.20290,0.20300,0.20300,本行賣出,0.20820,0.20670,0.20680,0.20690,0.20700,0.20700,0.20720,0.20730,0.20750,
ZAR,本行買入,0.00000,1.91300,1.91000,1.90400,1.89500,1.88700,1.87900,1.87100,1.86300,本行賣出,0.00000,1.99300,1.99100,1.98700,1.97900,1.97100,1.96300,1.95600,1.94800,
SEK,本行買入,0.00000,3.22000,3.21900,3.21700,3.21600,3.21500,3.21400,3.21300,3.21200,本行賣出,0.00000,3.32000,3.32100,3.32200,3.32100,3.32100,3.32000,3.32000,3.32000,
NZD,本行買入,17.91000,18.29000,18.27800,18.25300,18.22900,18.20700,18.18400,18.16000,18.13600,本行賣出,18.76000,18.49000,18.48900,18.48600,18.46600,18.44600,18.42700,18.40700,18.38800,
THB,本行買入,0.82630,0.93970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.01630,0.97970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.43870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.57070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.92000,36.54000,36.52800,36.50500,36.46900,36.44000,36.40500,36.37000,36.31300,本行賣出,37.26000,36.94000,36.93700,36.93000,36.90200,36.88400,36.86600,36.84700,36.82800,
KRW,本行買入,0.02176,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02566,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.73600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.26100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.61200,4.68400,4.68440,4.68520,4.68580,4.68700,4.68790,4.68910,4.68960,本行賣出,4.77400,4.73400,4.73480,4.73640,4.73730,4.73840,4.74060,4.74270,4.74490,
