幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.45000,31.80000,31.78300,31.73300,31.66900,31.60100,31.54600,31.48200,31.41800,本行賣出,32.12000,31.90000,31.88700,31.84000,31.78400,31.72300,31.67400,31.61800,31.56000,
HKD,本行買入,3.90500,4.03100,4.02900,4.02600,4.02200,4.01900,4.01300,4.00700,4.00100,本行賣出,4.10900,4.09100,4.09100,4.09000,4.08600,4.08300,4.07800,4.07400,4.06900,
GBP,本行買入,42.11000,43.12000,43.08400,43.01300,42.92900,42.84900,42.75300,42.65700,42.56100,本行賣出,44.23000,43.52000,43.50000,43.45900,43.37900,43.30000,43.22100,43.14200,43.06200,
AUD,本行買入,22.27000,22.56000,22.53500,22.48500,22.43000,22.37800,22.31700,22.25900,22.20000,本行賣出,23.05000,22.76000,22.74700,22.72100,22.66900,22.61700,22.56400,22.51400,22.46400,
CAD,本行買入,22.56000,22.96000,22.95200,22.93500,22.92300,22.91200,22.89500,22.87800,22.86100,本行賣出,23.47000,23.16000,23.16000,23.15900,23.14900,23.13800,23.13000,23.12100,23.11200,
SGD,本行買入,24.47000,24.96000,24.95800,24.95400,24.95800,24.96500,24.96700,24.96800,24.96900,本行賣出,25.38000,25.14000,25.14700,25.16000,25.16900,25.17600,25.18600,25.19700,25.20700,
CHF,本行買入,39.00000,39.68000,39.69100,39.71300,39.77200,39.83100,39.88600,39.94100,39.99700,本行賣出,40.20000,39.93000,39.95800,40.01300,40.07800,40.13800,40.20800,40.27800,40.34800,
JPY,本行買入,0.19170,0.19900,0.19900,0.19900,0.19910,0.19920,0.19930,0.19940,0.19940,本行賣出,0.20450,0.20300,0.20310,0.20320,0.20330,0.20350,0.20360,0.20380,0.20400,
ZAR,本行買入,0.00000,1.93700,1.93400,1.92700,1.91900,1.91000,1.90100,1.89200,1.88300,本行賣出,0.00000,2.01700,2.01500,2.01000,2.00200,1.99300,1.98500,1.97700,1.96900,
SEK,本行買入,0.00000,3.33000,3.32900,3.32700,3.32700,3.32600,3.32400,3.32200,3.32000,本行賣出,0.00000,3.43000,3.43000,3.43100,3.43000,3.43000,3.43000,3.42900,3.42900,
NZD,本行買入,18.42000,18.80000,18.79000,18.76900,18.74700,18.72700,18.69900,18.67200,18.64400,本行賣出,19.27000,19.00000,18.99800,18.99500,18.97500,18.95500,18.93500,18.91400,18.89400,
THB,本行買入,0.84020,0.95360,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.03020,0.99360,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.45080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.58280,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.36000,36.98000,36.96800,36.94300,36.90900,36.87800,36.84600,36.81400,36.76200,本行賣出,37.70000,37.38000,37.37500,37.36500,37.33700,37.31300,37.29500,37.27600,37.25700,
KRW,本行買入,0.02112,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02502,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.84900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.37400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.63500,4.70700,4.70670,4.70620,4.70780,4.70950,4.71040,4.71170,4.71230,本行賣出,4.79700,4.75700,4.75760,4.75890,4.75980,4.76020,4.76250,4.76480,4.76710,
