幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.34500,31.69500,31.67700,31.62700,31.55600,31.49100,31.42100,31.35200,31.28900,本行賣出,32.01500,31.79500,31.78100,31.73500,31.67100,31.61300,31.55100,31.48900,31.43300,
HKD,本行買入,3.89000,4.01600,4.01400,4.01000,4.00500,4.00200,3.99600,3.99100,3.98600,本行賣出,4.09400,4.07600,4.07500,4.07400,4.07100,4.06700,4.06300,4.05900,4.05600,
GBP,本行買入,41.28000,42.29000,42.25500,42.18400,42.09900,42.01800,41.93400,41.85000,41.76600,本行賣出,43.40000,42.69000,42.67300,42.63800,42.55900,42.48200,42.40900,42.33500,42.26200,
AUD,本行買入,22.21000,22.50000,22.47700,22.43000,22.37100,22.31500,22.25900,22.20300,22.14900,本行賣出,22.99000,22.70000,22.68800,22.66500,22.61000,22.55600,22.50500,22.45600,22.40700,
CAD,本行買入,22.17000,22.57000,22.56100,22.54400,22.53000,22.51800,22.50500,22.49200,22.47900,本行賣出,23.08000,22.77000,22.77100,22.77300,22.76300,22.75300,22.74600,22.74000,22.73300,
SGD,本行買入,24.31000,24.80000,24.79400,24.78300,24.78300,24.78800,24.79100,24.79400,24.79700,本行賣出,25.22000,24.98000,24.98800,25.00400,25.00900,25.01500,25.02400,25.03300,25.04300,
CHF,本行買入,37.75000,38.43000,38.44000,38.46000,38.51300,38.57200,38.63000,38.68900,38.74900,本行賣出,38.95000,38.68000,38.70800,38.76400,38.82600,38.88700,38.95700,39.02800,39.10000,
JPY,本行買入,0.19300,0.20030,0.20030,0.20030,0.20040,0.20050,0.20060,0.20060,0.20060,本行賣出,0.20580,0.20430,0.20440,0.20450,0.20460,0.20470,0.20490,0.20500,0.20510,
ZAR,本行買入,0.00000,1.91400,1.91100,1.90500,1.89600,1.88800,1.88000,1.87200,1.86400,本行賣出,0.00000,1.99400,1.99200,1.98800,1.98000,1.97200,1.96400,1.95700,1.94900,
SEK,本行買入,0.00000,3.18000,3.17900,3.17700,3.17600,3.17500,3.17400,3.17300,3.17200,本行賣出,0.00000,3.28000,3.28100,3.28200,3.28100,3.28100,3.28000,3.28000,3.28000,
NZD,本行買入,17.67000,18.05000,18.03800,18.01300,17.98900,17.96700,17.94400,17.92000,17.89600,本行賣出,18.52000,18.25000,18.24900,18.24600,18.22600,18.20600,18.18700,18.16700,18.14800,
THB,本行買入,0.82510,0.93850,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.01510,0.97850,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.43950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.57150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.61000,36.23000,36.21700,36.19000,36.15500,36.12900,36.09300,36.05700,36.00000,本行賣出,36.95000,36.63000,36.62500,36.61500,36.58600,36.56900,36.54700,36.52600,36.50400,
KRW,本行買入,0.02121,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02511,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.75600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.28100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.64400,4.71600,4.71570,4.71520,4.71700,4.71850,4.72010,4.72210,4.72320,本行賣出,4.80600,4.76600,4.76680,4.76830,4.76940,4.77100,4.77350,4.77600,4.77850,
