幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.83000,32.18000,32.16400,32.11600,32.05400,31.98600,31.92900,31.86500,31.79700,本行賣出,32.50000,32.28000,32.26800,32.22400,32.16900,32.10900,32.05800,32.00200,31.94100,
HKD,本行買入,3.95100,4.07700,4.07500,4.07200,4.06800,4.06500,4.05900,4.05300,4.04700,本行賣出,4.15500,4.13700,4.13700,4.13600,4.13200,4.12900,4.12400,4.12000,4.11500,
GBP,本行買入,42.33000,43.34000,43.30400,43.23300,43.14900,43.06900,42.97300,42.87700,42.78100,本行賣出,44.45000,43.74000,43.72000,43.67900,43.59900,43.52000,43.44100,43.36200,43.28200,
AUD,本行買入,22.36000,22.65000,22.62500,22.57500,22.52000,22.46800,22.40700,22.34900,22.29000,本行賣出,23.14000,22.85000,22.83700,22.81100,22.75900,22.70700,22.65400,22.60400,22.55400,
CAD,本行買入,22.64000,23.04000,23.03200,23.01500,23.00300,22.99200,22.97500,22.95800,22.94100,本行賣出,23.55000,23.24000,23.24000,23.23900,23.22900,23.21800,23.21000,23.20100,23.19200,
SGD,本行買入,24.59000,25.08000,25.07800,25.07400,25.07800,25.08500,25.08700,25.08800,25.08900,本行賣出,25.50000,25.26000,25.26700,25.28000,25.28900,25.29600,25.30600,25.31700,25.32700,
CHF,本行買入,38.87000,39.55000,39.56100,39.58300,39.64200,39.70100,39.75600,39.81100,39.86700,本行賣出,40.07000,39.80000,39.82800,39.88300,39.94800,40.00800,40.07800,40.14800,40.21800,
JPY,本行買入,0.19290,0.20020,0.20020,0.20020,0.20030,0.20040,0.20050,0.20060,0.20070,本行賣出,0.20570,0.20420,0.20430,0.20450,0.20460,0.20470,0.20490,0.20510,0.20520,
ZAR,本行買入,0.00000,1.95000,1.94700,1.94000,1.93200,1.92300,1.91400,1.90500,1.89600,本行賣出,0.00000,2.03000,2.02800,2.02300,2.01500,2.00600,1.99800,1.99000,1.98200,
SEK,本行買入,0.00000,3.34000,3.33900,3.33700,3.33700,3.33600,3.33400,3.33200,3.33000,本行賣出,0.00000,3.44000,3.44000,3.44100,3.44000,3.44000,3.44000,3.43900,3.43900,
NZD,本行買入,18.44000,18.82000,18.81000,18.78900,18.76700,18.74700,18.71900,18.69200,18.66400,本行賣出,19.29000,19.02000,19.01800,19.01500,18.99500,18.97500,18.95500,18.93400,18.91400,
THB,本行買入,0.84450,0.95790,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.03450,0.99790,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.46020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.36000,36.98000,36.96800,36.94500,36.91700,36.88900,36.85900,36.82900,36.78000,本行賣出,37.70000,37.38000,37.37600,37.36900,37.34700,37.32700,37.31200,37.29600,37.28000,
KRW,本行買入,0.02104,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02494,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00101,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00142,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.85400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.37900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.67900,4.75100,4.75120,4.75150,4.75310,4.75490,4.75630,4.75820,4.75920,本行賣出,4.84100,4.80100,4.80150,4.80250,4.80420,4.80540,4.80770,4.81000,4.81240,
