幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.49500,31.84500,31.82800,31.77000,31.71100,31.64700,31.58400,31.52400,31.45800,本行賣出,32.16500,31.94500,31.93200,31.88000,31.82700,31.76800,31.71200,31.65900,31.60100,
HKD,本行買入,3.91200,4.03800,4.03600,4.03300,4.02900,4.02600,4.02000,4.01400,4.00800,本行賣出,4.11600,4.09800,4.09800,4.09700,4.09300,4.09000,4.08500,4.08100,4.07600,
GBP,本行買入,42.27000,43.28000,43.24400,43.17300,43.08900,43.00900,42.91300,42.81700,42.72100,本行賣出,44.39000,43.68000,43.66000,43.61900,43.53900,43.46000,43.38100,43.30200,43.22200,
AUD,本行買入,22.41000,22.70000,22.67500,22.62500,22.57000,22.51800,22.45700,22.39900,22.34000,本行賣出,23.19000,22.90000,22.88700,22.86100,22.80900,22.75700,22.70400,22.65400,22.60400,
CAD,本行買入,22.52000,22.92000,22.91200,22.89500,22.88300,22.87200,22.85500,22.83800,22.82100,本行賣出,23.43000,23.12000,23.12000,23.11900,23.10900,23.09800,23.09000,23.08100,23.07200,
SGD,本行買入,24.52000,25.01000,25.00800,25.00400,25.00800,25.01500,25.01700,25.01800,25.01900,本行賣出,25.43000,25.19000,25.19700,25.21000,25.21900,25.22600,25.23600,25.24700,25.25700,
CHF,本行買入,38.86000,39.54000,39.55100,39.57300,39.63200,39.69100,39.74600,39.80100,39.85700,本行賣出,40.06000,39.79000,39.81800,39.87300,39.93800,39.99800,40.06800,40.13800,40.20800,
JPY,本行買入,0.19100,0.19830,0.19830,0.19820,0.19830,0.19840,0.19850,0.19850,0.19860,本行賣出,0.20380,0.20230,0.20230,0.20240,0.20260,0.20270,0.20290,0.20300,0.20310,
ZAR,本行買入,0.00000,1.94900,1.94600,1.93900,1.93100,1.92200,1.91300,1.90400,1.89500,本行賣出,0.00000,2.02900,2.02700,2.02200,2.01400,2.00500,1.99700,1.98900,1.98100,
SEK,本行買入,0.00000,3.31000,3.30900,3.30700,3.30700,3.30600,3.30400,3.30200,3.30000,本行賣出,0.00000,3.41000,3.41000,3.41100,3.41000,3.41000,3.41000,3.40900,3.40900,
NZD,本行買入,18.52000,18.90000,18.89000,18.86900,18.84700,18.82700,18.79900,18.77200,18.74400,本行賣出,19.37000,19.10000,19.09800,19.09500,19.07500,19.05500,19.03500,19.01400,18.99400,
THB,本行買入,0.84410,0.95750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.03410,0.99750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.45100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.58300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.36000,36.98000,36.96400,36.93200,36.90000,36.86700,36.83500,36.80300,36.74900,本行賣出,37.70000,37.38000,37.37500,37.36500,37.33900,37.31500,37.29900,37.28300,37.26700,
KRW,本行買入,0.02133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02523,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.85600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.38100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.64600,4.71800,4.71710,4.71540,4.71670,4.71780,4.71890,4.72020,4.72120,本行賣出,4.80800,4.76800,4.76890,4.77070,4.77160,4.77240,4.77470,4.77700,4.77930,
